alias,latitude,longitude,time_window_start,time_window_end,service_time,pieces,weight(Kg),volume(m^3),skills
Customer 437,26.3846,-80.180841,510,960,15,19,131,53,cargo
Customer 438,28.353928,-81.546086,390,960,15,20,219,53,cargo
Customer 439,26.200611,-80.270211,420,960,15,4,163,53,cargo
Customer 440,26.186615,-80.237598,420,960,15,7,183,53,cargo
Customer 441,26.130472,-80.225381,600,960,15,12,35,53,cargo
Customer 442,26.095292,-80.108679,420,960,15,6,107,53,cargo
Customer 443,26.716055,-80.152736,600,960,15,22,156,53,cargo
Customer 444,25.954829,-80.179895,420,960,15,2,45,53,cargo
Customer 445,25.998751,-80.258377,420,960,15,12,211,53,cargo
Customer 446,26.631608,-80.147807,360,960,15,21,154,53,cargo
Customer 447,26.009152,-80.409842,420,960,15,22,145,53,cargo
Customer 448,28.537192,-81.237433,600,960,15,7,54,53,cargo
Customer 449,26.359282,-80.232765,480,960,15,13,49,53,cargo
Customer 450,26.30553,-80.097487,420,960,15,20,95,53,cargo
Customer 451,25.767365,-80.190741,420,960,15,11,150,53,cargo
Customer 452,25.939924,-80.189533,420,960,15,21,116,53,cargo
Customer 453,26.127659,-80.396767,375,960,15,5,53,53,cargo
Customer 454,28.453986,-81.471538,600,960,15,11,181,53,cargo
Customer 455,26.065883,-80.266871,600,960,15,16,125,53,cargo
Customer 456,26.358636,-80.232148,600,960,15,20,155,53,cargo
Customer 457,26.472521,-80.173547,600,960,15,12,161,53,cargo
Customer 458,27.005094,-82.066923,540,960,15,20,55,53,cargo
Customer 459,26.127659,-80.396767,600,960,15,13,29,53,cargo
Customer 460,25.822563,-80.33637,420,960,15,14,214,53,cargo
Customer 461,26.477381,-80.088361,420,960,15,14,207,53,cargo
Customer 462,26.766921,-80.303019,600,960,15,9,129,53,cargo
Customer 463,26.414577,-80.135165,600,960,15,13,76,53,cargo
Customer 464,26.153861,-80.249619,360,960,15,5,132,53,cargo
Customer 465,26.477381,-80.088361,420,960,15,5,178,53,cargo
Customer 466,25.9907,-80.117984,360,960,15,11,180,53,cargo
Customer 467,25.783545,-80.329144,600,960,15,14,48,53,cargo
Customer 468,26.606314,-82.013343,420,960,15,22,92,53,cargo
Customer 469,26.331732,-80.220239,420,960,15,4,80,53,cargo
Customer 470,26.235986,-80.169949,420,960,15,9,205,53,cargo
Customer 471,26.351338,-80.162007,360,960,15,5,210,53,cargo
Customer 472,26.122427,-81.766241,480,960,15,7,213,53,cargo
Customer 473,28.492759,-81.409994,600,960,15,11,67,53,cargo
Customer 474,25.767365,-80.190741,600,960,15,17,118,53,cargo
Customer 475,26.200611,-80.270211,600,960,15,15,180,53,cargo
Customer 476,26.132156,-80.257984,420,960,15,20,23,53,cargo
Customer 477,25.889218,-80.127147,420,960,15,15,111,53,cargo
Customer 478,28.33349,-81.355538,420,960,15,22,46,53,cargo
Customer 479,27.782195,-82.365168,420,960,15,7,46,53,cargo
Customer 480,28.336091,-81.530853,420,960,15,10,31,53,cargo
Customer 481,28.46486,-81.460491,420,960,15,13,163,53,cargo
Customer 482,25.885176,-80.1224,360,960,15,18,53,53,cargo
Customer 483,26.03274,-80.309469,420,960,15,3,184,53,cargo
Customer 484,26.143579,-80.281496,450,960,15,16,170,53,cargo
Customer 485,26.175007,-81.718314,420,960,15,20,157,53,cargo
Customer 486,26.289199,-80.193314,420,960,15,15,123,53,cargo
Customer 487,28.304853,-81.21527,420,960,15,16,23,53,cargo
Customer 488,28.480135,-81.459514,360,960,15,16,71,53,cargo
Customer 489,26.332123,-80.296062,360,960,15,11,214,53,cargo
Customer 490,26.790286,-80.248147,420,960,15,15,73,53,cargo
Customer 491,26.03274,-80.309469,375,960,15,10,246,53,cargo
Customer 492,26.596971,-81.810361,360,960,15,9,232,53,cargo
Customer 493,26.928738,-80.088309,420,960,15,18,52,53,cargo
Customer 494,26.027664,-80.153651,420,960,15,3,57,53,cargo
Customer 495,25.807161,-80.129348,390,960,15,7,139,53,cargo
Customer 496,28.261174,-81.644044,420,960,15,9,179,53,cargo
Customer 497,28.289242,-81.591308,420,960,15,13,189,53,cargo
Customer 498,27.935863,-82.472969,420,960,15,7,159,53,cargo
Customer 499,26.497867,-80.088172,420,960,15,10,215,53,cargo
Customer 500,25.719677,-80.282256,420,960,15,18,22,53,cargo
Customer 501,26.219667,-81.777335,420,960,15,17,216,53,cargo
Customer 502,26.03387,-80.234523,420,960,15,13,200,53,cargo
Customer 503,26.613105,-81.85809,420,960,15,6,171,53,cargo
Customer 504,28.150222,-81.632367,420,960,15,20,27,53,cargo
Customer 505,25.97027,-80.150512,420,960,15,2,97,53,cargo
Customer 506,25.445726,-80.456218,420,960,15,16,246,53,cargo
Customer 507,26.690807,-80.09333,420,960,15,22,39,53,cargo
Customer 508,25.998785,-80.190732,405,960,15,7,105,53,cargo
Customer 509,26.255902,-80.286781,420,960,15,21,189,53,cargo
Customer 510,28.095324,-81.61524,390,960,15,9,119,53,cargo
Customer 511,25.808453,-80.192307,420,960,15,3,172,53,cargo
Customer 512,26.321923,-80.089344,420,960,15,17,243,53,cargo
Customer 513,25.958275,-80.160722,420,960,15,5,243,53,cargo
Customer 514,25.97027,-80.150512,420,960,15,21,132,53,cargo
Customer 515,28.423903,-81.46437,450,960,15,14,88,53,cargo
Customer 516,28.155594,-81.458842,420,960,15,11,122,53,cargo
Customer 517,26.181938,-80.096839,405,960,15,11,128,53,cargo
Customer 518,25.969223,-80.138487,420,960,15,17,30,53,cargo
Customer 519,28.267963,-81.193235,420,960,15,14,131,53,cargo
Customer 520,28.543739,-81.376456,510,960,15,16,115,53,cargo
Customer 521,26.473007,-80.070507,375,960,15,14,120,53,cargo
Customer 522,28.46486,-81.460491,420,960,15,15,219,53,cargo
Customer 523,28.103815,-81.667417,405,960,15,8,121,53,cargo
Customer 524,28.637918,-81.4073,420,960,15,19,57,53,cargo
Customer 525,28.332417,-81.491984,360,960,15,15,134,53,cargo
Customer 526,26.426516,-80.113734,360,960,15,11,55,53,cargo
Customer 527,28.518675,-81.261488,375,960,15,5,234,53,cargo
Customer 528,26.39724,-80.140489,420,960,15,8,85,53,cargo
Customer 529,28.355472,-81.45404,360,960,15,16,240,53,cargo
Customer 530,28.334712,-81.356441,420,960,15,13,49,53,cargo
Customer 531,26.113358,-80.160015,540,960,15,19,143,53,cargo
Customer 532,26.119884,-80.35301,420,960,15,22,59,53,cargo
Customer 533,26.055169,-80.357362,540,960,15,20,192,53,cargo
Customer 534,25.742289,-80.281296,600,960,15,12,174,53,cargo
Customer 535,26.145884,-81.754345,600,960,15,19,129,53,cargo
Customer 536,27.842057,-82.763493,600,960,15,20,195,53,cargo
Customer 537,28.480135,-81.459514,510,960,15,14,218,53,cargo
Customer 538,27.849317,-82.229568,420,960,15,8,202,53,cargo
Customer 539,28.571016,-81.481637,480,960,15,22,43,53,cargo
Customer 540,25.974747,-80.170772,420,960,15,6,220,53,cargo
Customer 541,28.466743,-81.470637,600,960,15,15,242,53,cargo
Customer 542,26.606314,-82.013343,420,960,15,20,129,53,cargo
Customer 543,26.037888,-80.298687,540,960,15,15,162,53,cargo
Customer 544,26.777101,-81.737533,800,960,15,8,174,53,cargo
Customer 545,26.726704,-80.104678,600,960,15,15,153,53,cargo
Customer 546,26.623331,-82.029538,600,960,15,21,185,53,cargo
Customer 547,26.515429,-81.910879,600,960,15,2,107,53,cargo
Customer 548,26.356841,-80.150794,600,960,15,7,148,53,cargo
Customer 549,28.225436,-81.314275,600,960,15,7,196,53,cargo
Customer 550,26.583209,-80.108614,600,960,15,10,53,53,cargo
Customer 551,28.297808,-81.46622,420,960,15,19,58,53,cargo
Customer 552,29.648682,-82.373471,800,960,15,15,107,53,cargo
Customer 553,28.040458,-81.510131,420,960,15,13,173,53,cargo
Customer 554,26.03387,-80.234523,600,960,15,22,100,53,cargo
Customer 555,28.479633,-81.246605,600,960,15,3,122,53,cargo
Customer 556,26.13213,-80.17476,600,960,15,20,248,53,cargo
Customer 557,28.453986,-81.471538,600,960,15,5,90,53,cargo
Customer 558,26.426737,-80.179178,510,960,15,16,22,53,cargo
Customer 559,26.579683,-82.004663,600,960,15,17,87,53,cargo
Customer 560,26.347704,-80.199755,360,960,15,11,251,53,cargo
Customer 561,26.115392,-80.272204,480,960,15,19,169,53,cargo
Customer 562,25.687219,-80.355614,420,960,15,4,205,53,cargo
Customer 563,25.822199,-80.13385,600,960,15,3,184,53,cargo
Customer 564,28.336091,-81.530853,420,960,15,18,23,53,cargo
Customer 565,26.243379,-80.087388,420,960,15,21,180,53,cargo
Customer 566,27.077708,-82.187249,420,960,15,5,224,53,cargo
Customer 567,27.997571,-81.747635,600,960,15,14,238,53,cargo
Customer 568,27.941493,-82.509434,420,960,15,17,158,53,cargo
Customer 569,26.295104,-81.73243,360,960,15,22,89,53,cargo
Customer 570,28.365205,-81.559299,600,960,15,17,192,53,cargo
Customer 571,26.541001,-80.198664,600,960,15,20,88,53,cargo
Customer 572,26.530692,-81.925147,420,960,15,5,76,53,cargo
Customer 573,26.151125,-81.715246,600,960,15,7,221,53,cargo
Customer 574,27.482991,-82.582241,600,960,15,21,95,53,cargo
Customer 575,26.585295,-81.791473,600,960,15,22,214,53,cargo
Customer 576,25.985945,-80.326528,420,960,15,18,125,53,cargo
Customer 577,28.399283,-81.40944,510,960,15,8,146,53,cargo
Customer 578,26.948315,-82.248218,360,960,15,13,163,53,cargo
Customer 579,26.253707,-81.692028,600,960,15,21,231,53,cargo
Customer 580,25.652903,-80.280132,450,960,15,17,40,53,cargo
Customer 581,26.010284,-80.129735,600,960,15,12,206,53,cargo
Customer 582,26.559093,-80.087691,360,960,15,15,52,53,cargo
Customer 583,26.477321,-80.088427,420,960,15,8,243,53,cargo
Customer 584,28.415764,-81.574646,570,960,15,5,23,53,cargo
Customer 585,28.150222,-81.632367,570,960,15,17,95,53,cargo
Customer 586,25.633559,-80.315097,600,960,15,3,154,53,cargo
Customer 587,26.011233,-80.209349,360,960,15,18,174,53,cargo
Customer 588,26.749363,-81.938341,600,960,15,16,51,53,cargo
Customer 589,26.90728,-80.136064,600,960,15,10,227,53,cargo
Customer 590,26.123163,-80.392931,420,960,15,21,236,53,cargo
Customer 591,30.25122,-81.57736,540,960,15,17,236,53,cargo
Customer 592,28.336248,-81.481282,600,960,15,10,23,53,cargo
Customer 593,26.583209,-80.108614,540,960,15,21,129,53,cargo
Customer 594,25.963941,-80.367873,600,960,15,2,139,53,cargo
Customer 595,26.356193,-80.159919,405,960,15,6,181,53,cargo
Customer 596,26.5055,-81.897796,600,960,15,13,198,53,cargo
Customer 597,26.257867,-80.222437,600,960,15,19,91,53,cargo
Customer 598,26.915605,-80.152217,540,960,15,5,149,53,cargo
Customer 599,28.336241,-81.533361,600,960,15,8,227,53,cargo
Customer 600,26.099138,-80.138166,600,960,15,20,213,53,cargo
Customer 601,28.45991,-81.46238,600,960,15,5,186,53,cargo
Customer 602,27.794616,-82.265737,420,960,15,8,199,53,cargo
Customer 603,26.146533,-80.113974,420,960,15,22,114,53,cargo
Customer 604,25.861134,-80.172411,600,960,15,2,138,53,cargo
Customer 605,26.532568,-80.129424,390,960,15,16,163,53,cargo
Customer 606,26.151125,-81.715246,510,960,15,9,200,53,cargo
Customer 607,26.948315,-82.248218,420,960,15,6,97,53,cargo
Customer 608,29.63149,-82.431902,360,960,15,19,140,53,cargo
Customer 610,26.009665,-80.439596,600,960,15,7,242,53,cargo
Customer 611,27.005094,-82.066923,420,960,15,3,111,53,cargo
Customer 612,27.258206,-82.508827,390,960,15,18,73,53,cargo
Customer 613,26.842937,-80.122488,420,960,15,22,62,53,cargo
Customer 614,28.513278,-81.464153,420,960,15,2,58,53,cargo
Customer 615,25.936132,-80.120918,600,960,15,14,158,53,cargo
Customer 616,25.978872,-80.2911,420,960,15,19,50,53,cargo
Customer 617,26.701203,-80.237096,600,960,15,4,41,53,cargo
Customer 618,26.77495,-81.740074,600,960,15,21,130,53,cargo
Customer 619,26.90728,-80.136064,540,960,15,13,164,53,cargo
Customer 620,26.281249,-81.731244,600,960,15,17,213,53,cargo
Customer 621,26.466598,-80.11039,420,960,15,21,231,53,cargo
Customer 622,28.355472,-81.45404,360,960,15,20,83,53,cargo
Customer 623,26.142437,-80.28764,600,960,15,22,77,53,cargo
Customer 624,28.342293,-81.572645,360,960,15,21,99,53,cargo
Customer 625,26.358636,-80.232148,420,960,15,7,61,53,cargo
Customer 626,26.151125,-81.715246,360,960,15,16,193,53,cargo
Customer 627,26.926022,-80.124309,600,960,15,5,58,53,cargo
Customer 628,28.635174,-81.445215,600,960,15,5,149,53,cargo
Customer 629,26.010284,-80.129735,420,960,15,8,177,53,cargo
Customer 630,26.40524,-80.227416,420,960,15,3,89,53,cargo
Customer 631,26.462181,-80.060556,420,960,15,16,241,53,cargo
Customer 632,28.601232,-81.165191,600,960,15,5,48,53,cargo
Customer 633,26.064499,-80.325981,600,960,15,4,40,53,cargo
Customer 634,26.321829,-80.271816,600,960,15,16,135,53,cargo
Customer 635,28.473984,-81.465376,600,960,15,12,216,53,cargo
Customer 636,26.046142,-80.286736,360,960,15,16,175,53,cargo
Customer 637,28.405453,-81.582948,600,960,15,4,157,53,cargo
Customer 638,26.144834,-80.250201,600,960,15,7,48,53,cargo
Customer 639,26.631608,-80.147807,600,960,15,4,170,53,cargo
Customer 640,28.377672,-81.523744,420,960,15,11,160,53,cargo
Customer 641,30.463739,-84.326965,600,960,15,3,119,53,cargo
Customer 642,28.367465,-81.375566,600,960,15,8,180,53,cargo
Customer 643,25.998785,-80.190732,600,960,15,22,148,53,cargo
Customer 644,28.463655,-81.473394,600,960,15,3,250,53,cargo
Customer 645,26.172888,-80.102641,420,960,15,22,99,53,cargo
Customer 646,26.200611,-80.270211,600,960,15,2,174,53,cargo
Customer 647,28.38641,-81.536847,540,960,15,20,161,53,cargo
Customer 648,25.939924,-80.189533,510,960,15,22,231,53,cargo
Customer 649,25.978222,-80.120876,600,960,15,4,241,53,cargo
Customer 650,26.576136,-81.98727,600,960,15,2,231,53,cargo
Customer 651,28.309356,-81.446106,420,960,15,7,25,53,cargo
Customer 652,26.304286,-80.154022,600,960,15,8,213,53,cargo
Customer 653,26.298916,-80.214759,600,960,15,11,25,53,cargo
Customer 654,26.463509,-80.12028,800,960,15,9,186,53,cargo
Customer 655,26.126808,-80.382121,600,960,15,20,167,53,cargo
Customer 656,26.028818,-80.205416,420,960,15,5,167,53,cargo
Customer 657,28.465753,-81.468435,600,960,15,22,175,53,cargo
Customer 658,25.977539,-80.245237,420,960,15,19,68,53,cargo
Customer 659,27.956437,-81.685483,600,960,15,5,105,53,cargo
Customer 660,26.061303,-80.203219,420,960,15,20,106,53,cargo
Customer 661,25.742289,-80.281296,360,960,15,19,34,53,cargo
Customer 662,25.9907,-80.117984,360,960,15,15,119,53,cargo
Customer 663,25.944395,-80.139162,360,960,15,9,38,53,cargo
Customer 664,25.889218,-80.127147,360,960,15,3,99,53,cargo
Customer 665,28.45991,-81.46238,510,960,15,10,215,53,cargo
Customer 666,25.805016,-80.185768,420,960,15,19,163,53,cargo
Customer 667,26.011233,-80.209349,450,960,15,9,79,53,cargo
Customer 668,28.225436,-81.314275,390,960,15,22,150,53,cargo
Customer 669,26.625794,-81.682264,420,960,15,12,117,53,cargo
Customer 670,26.172888,-80.102641,420,960,15,7,150,53,cargo
Customer 671,25.764858,-80.328434,420,960,15,18,104,53,cargo
Customer 672,28.213482,-81.550836,420,960,15,15,182,53,cargo
Customer 673,26.569112,-82.016999,360,960,15,9,26,53,cargo
Customer 674,28.465753,-81.468435,360,960,15,11,249,53,cargo
Customer 675,30.406878,-81.732697,375,960,15,14,216,53,cargo
Customer 676,26.126808,-80.382121,420,960,15,3,36,53,cargo
Customer 677,25.94646,-80.139897,525,960,15,4,141,53,cargo
Customer 678,28.577528,-81.438885,420,960,15,16,214,53,cargo
Customer 679,26.135253,-80.279875,420,960,15,8,177,53,cargo
Customer 680,28.434787,-81.588916,360,960,15,19,29,53,cargo
Customer 681,27.956437,-81.685483,420,960,15,13,213,53,cargo
Customer 682,28.377672,-81.523744,420,960,15,6,226,53,cargo
Customer 683,28.451199,-81.471654,420,960,15,3,205,53,cargo
Customer 684,25.751669,-80.255192,420,960,15,14,31,53,cargo
Customer 685,26.498195,-80.187712,360,960,15,14,211,53,cargo
Customer 686,26.030627,-80.281084,420,960,15,20,197,53,cargo
Customer 687,28.351214,-81.542668,420,960,15,19,81,53,cargo
Customer 688,26.135253,-80.279875,390,960,15,5,240,53,cargo
Customer 689,26.912068,-80.100586,420,960,15,5,80,53,cargo
Customer 690,26.477381,-80.088361,420,960,15,22,39,53,cargo
Customer 691,26.122226,-80.407965,420,960,15,17,81,53,cargo
Customer 692,26.477381,-80.088361,435,960,15,3,147,53,cargo
Customer 693,26.101462,-80.389996,405,960,15,21,246,53,cargo
Customer 694,28.353928,-81.546086,390,960,15,3,96,53,cargo
Customer 695,28.867757,-81.251972,420,960,15,18,228,53,cargo
Customer 696,26.752936,-80.073061,360,960,15,15,80,53,cargo
Customer 697,26.257508,-81.692759,420,960,15,10,190,53,cargo
Customer 698,26.167029,-80.11777,420,960,15,19,230,53,cargo
Customer 699,26.09434,-80.379018,420,960,15,21,181,53,cargo
Customer 700,28.45991,-81.46238,390,960,15,4,214,53,cargo
Customer 701,28.38641,-81.536847,420,960,15,21,34,53,cargo
Customer 702,26.402207,-80.153368,420,960,15,21,88,53,cargo
Customer 703,28.453986,-81.471538,360,960,15,19,237,53,cargo
Customer 704,26.915605,-80.152217,420,960,15,16,147,53,cargo
Customer 705,28.473984,-81.465376,420,960,15,16,166,53,cargo
Customer 706,28.549394,-81.387216,420,960,15,21,170,53,cargo
Customer 707,26.201879,-80.152969,420,960,15,3,99,53,cargo
Customer 708,25.888239,-80.329752,375,960,15,11,175,53,cargo
Customer 709,26.347704,-80.199755,420,960,15,22,58,53,cargo
Customer 710,26.03387,-80.234523,390,960,15,12,172,53,cargo
Customer 711,27.88482,-82.718221,420,960,15,2,148,53,cargo
Customer 712,26.606314,-82.013343,420,960,15,10,156,53,cargo
Customer 713,25.962595,-80.164436,420,960,15,11,246,53,cargo
Customer 714,26.241989,-80.225584,420,960,15,13,134,53,cargo
Customer 715,28.369588,-81.665917,360,960,15,12,26,53,cargo
Customer 716,25.969424,-80.259154,420,960,15,15,127,53,cargo
Customer 717,26.549186,-80.06642,420,960,15,12,177,53,cargo
Customer 718,25.767365,-80.190741,420,960,15,20,85,53,cargo
Customer 719,28.453986,-81.471538,420,960,15,16,49,53,cargo
Customer 720,26.66469,-81.910797,420,960,15,12,182,53,cargo
Customer 721,28.320506,-81.595236,420,960,15,15,210,53,cargo
Customer 722,26.040505,-80.312235,405,960,15,16,90,53,cargo
Customer 723,28.400049,-80.612478,360,960,15,17,118,53,cargo
Customer 724,25.767365,-80.190741,420,960,15,6,46,53,cargo
Customer 725,28.150222,-81.632367,420,960,15,14,187,53,cargo
Customer 726,26.623331,-82.029538,420,960,15,3,121,53,cargo
Customer 727,26.269363,-80.200423,510,960,15,22,216,53,cargo
Customer 728,25.97027,-80.150512,420,960,15,5,234,53,cargo
Customer 729,26.017255,-80.397831,420,960,15,22,185,53,cargo
Customer 730,25.767365,-80.190741,360,960,15,13,240,53,cargo
Customer 731,26.03462,-80.300816,420,960,15,7,75,53,cargo
Customer 732,26.056568,-80.291095,420,960,15,2,235,53,cargo
Customer 733,25.94646,-80.139897,420,960,15,6,130,53,cargo
Customer 734,28.49708,-81.31033,420,960,15,6,229,53,cargo
Customer 735,28.387932,-81.497864,360,960,15,15,22,53,cargo
Customer 736,27.490776,-82.622576,360,960,15,11,252,53,cargo
Customer 737,26.153861,-80.249619,420,960,15,14,64,53,cargo
Customer 738,28.359554,-81.544476,420,960,15,12,187,53,cargo
Customer 739,27.989793,-81.666112,450,960,15,15,85,53,cargo
Customer 740,26.153861,-80.249619,510,960,15,6,78,53,cargo
Customer 741,28.45991,-81.46238,375,960,15,22,224,53,cargo
Customer 742,28.694623,-81.32053,420,960,15,9,168,53,cargo
Customer 743,28.208923,-82.527243,420,960,15,2,163,53,cargo
Customer 744,25.866441,-80.240178,420,960,15,22,137,53,cargo
Customer 745,26.119505,-80.137646,420,960,15,21,112,53,cargo
Customer 746,26.644203,-80.214416,420,960,15,10,167,53,cargo
Customer 747,25.705948,-80.253476,420,960,15,13,52,53,cargo
Customer 748,28.354048,-81.625709,420,960,15,5,204,53,cargo
Customer 749,28.155594,-81.458842,420,960,15,4,25,53,cargo
Customer 750,26.299033,-80.100971,420,960,15,8,32,53,cargo
Customer 751,26.280303,-80.111616,420,960,15,12,167,53,cargo
Customer 752,25.890234,-80.122968,360,960,15,20,218,53,cargo
Customer 753,26.037888,-80.298687,420,960,15,7,47,53,cargo
Customer 754,26.083709,-80.209124,420,960,15,15,245,53,cargo
Customer 755,26.119589,-80.294099,420,960,15,16,215,53,cargo
Customer 756,28.45991,-81.46238,420,960,15,6,219,53,cargo
Customer 757,26.752936,-80.073061,375,960,15,11,54,53,cargo
Customer 758,26.51014,-80.098695,420,960,15,10,213,53,cargo
Customer 759,28.635174,-81.445215,420,960,15,3,212,53,cargo
Customer 760,26.141814,-81.700608,420,960,15,22,60,53,cargo
Customer 761,26.5653,-81.882048,390,960,15,18,83,53,cargo
Customer 762,28.465753,-81.468435,570,960,15,7,159,53,cargo
Customer 763,26.349332,-81.782611,420,960,15,2,223,53,cargo
Customer 764,28.480135,-81.459514,420,960,15,11,84,53,cargo
Customer 765,25.806107,-80.35876,420,960,15,10,182,53,cargo
Customer 766,26.603321,-80.099507,420,960,15,14,37,53,cargo
Customer 767,25.752179,-80.254949,420,960,15,18,120,53,cargo
Customer 768,26.477381,-80.088361,435,960,15,12,207,53,cargo
Customer 769,26.477381,-80.088361,420,960,15,19,44,53,cargo
Customer 770,25.754062,-80.268077,360,960,15,21,125,53,cargo
Customer 771,26.283701,-80.134082,420,960,15,22,100,53,cargo
Customer 772,26.720327,-81.937203,420,960,15,6,174,53,cargo
Customer 773,26.158324,-80.315038,420,960,15,18,74,53,cargo
Customer 774,26.647202,-80.093934,420,960,15,8,51,53,cargo
Customer 775,26.948315,-82.248218,420,960,15,16,43,53,cargo
Customer 776,26.122659,-80.25169,420,960,15,13,61,53,cargo
Customer 777,26.095292,-80.108679,420,960,15,20,151,53,cargo
Customer 778,25.890234,-80.122968,420,960,15,6,31,53,cargo
Customer 779,26.153048,-81.667546,420,960,15,17,130,53,cargo
Customer 780,26.473815,-80.07766,600,960,15,19,96,53,cargo
Customer 781,26.466598,-80.11039,375,960,15,6,44,53,cargo
Customer 782,26.151125,-81.715246,420,960,15,21,54,53,cargo
Customer 783,28.453986,-81.471538,360,960,15,22,112,53,cargo
Customer 784,26.2824,-81.521963,420,960,15,21,23,53,cargo
Customer 785,26.473007,-80.070507,420,960,15,21,43,53,cargo
Customer 786,25.998751,-80.258377,375,960,15,21,196,53,cargo
Customer 787,26.119589,-80.294099,390,960,15,22,187,53,cargo
Customer 788,25.705948,-80.253476,540,960,15,22,156,53,cargo
Customer 789,26.731673,-81.70174,600,960,15,12,87,53,cargo
Customer 790,28.41035,-81.501263,420,960,15,21,84,53,cargo
Customer 791,25.928466,-80.123797,420,960,15,2,165,53,cargo
Customer 792,26.243379,-80.087388,420,960,15,13,163,53,cargo
Customer 793,26.125911,-80.197554,420,960,15,8,217,53,cargo
Customer 794,26.147246,-80.284791,360,960,15,10,239,53,cargo
Customer 795,28.399283,-81.40944,420,960,15,18,219,53,cargo
Customer 796,27.786114,-80.497554,420,960,15,20,103,53,cargo
Customer 797,28.103815,-81.667417,420,960,15,22,150,53,cargo
Customer 798,26.200611,-80.270211,420,960,15,17,119,53,cargo
Customer 799,28.514361,-81.581672,420,960,15,2,254,53,cargo
Customer 800,26.386581,-80.172969,405,960,15,17,23,53,cargo
Customer 801,26.300942,-80.19917,600,960,15,22,86,53,cargo
Customer 802,26.609084,-81.742329,420,960,15,3,69,53,cargo
Customer 803,26.40524,-80.227416,480,960,15,21,76,53,cargo
Customer 804,26.35624,-80.167968,360,960,15,12,167,53,cargo
Customer 805,26.251224,-80.179443,390,960,15,18,153,53,cargo
Customer 806,25.845243,-80.119876,420,960,15,2,35,53,cargo
Customer 807,25.980795,-80.404124,420,960,15,15,104,53,cargo
Customer 808,25.860543,-80.120165,420,960,15,14,109,53,cargo
Customer 809,26.573374,-81.938181,420,960,15,22,165,53,cargo
Customer 810,26.12052,-80.421105,420,960,15,9,119,53,cargo
Customer 811,26.272951,-80.137699,600,960,15,8,199,53,cargo
Customer 812,26.509504,-80.100843,600,960,15,20,162,53,cargo
Customer 813,26.111236,-80.405704,420,960,15,19,240,53,cargo
Customer 814,28.400073,-80.617113,360,960,15,16,66,53,cargo
Customer 815,25.984338,-80.120297,420,960,15,15,212,53,cargo
Customer 816,26.477321,-80.088427,600,960,15,14,136,53,cargo
Customer 817,25.889218,-80.127147,405,960,15,17,206,53,cargo
Customer 818,26.344348,-80.203915,360,960,15,19,176,53,cargo
Customer 819,25.935532,-80.181712,420,960,15,15,126,53,cargo
Customer 820,26.731673,-81.70174,600,960,15,16,51,53,cargo
Customer 821,28.465753,-81.468435,390,960,15,3,194,53,cargo
Customer 822,26.747514,-81.368057,420,960,15,21,232,53,cargo
Customer 823,26.351817,-80.23842,420,960,15,15,130,53,cargo
Customer 824,26.477381,-80.088361,390,960,15,2,158,53,cargo
Customer 825,25.984943,-80.124163,420,960,15,3,71,53,cargo
Customer 826,26.596971,-81.810361,420,960,15,6,106,53,cargo
Customer 827,28.208923,-82.527243,600,960,15,6,61,53,cargo
Customer 828,26.571069,-80.120247,420,960,15,21,147,53,cargo
Customer 829,26.477381,-80.088361,420,960,15,8,143,53,cargo
Customer 830,29.326629,-81.064042,600,960,15,7,175,53,cargo
Customer 831,25.921228,-80.329601,600,960,15,22,139,53,cargo
Customer 832,26.127825,-80.307241,420,960,15,13,33,53,cargo
Customer 833,25.9907,-80.117984,420,960,15,20,195,53,cargo
Customer 834,26.445159,-80.203337,600,960,15,21,211,53,cargo
Customer 835,29.63149,-82.431902,405,960,15,18,125,53,cargo
Customer 836,26.625058,-80.144146,360,960,15,7,229,53,cargo
Customer 837,28.694623,-81.32053,600,960,15,16,237,53,cargo
Customer 838,27.363269,-82.464182,420,960,15,10,174,53,cargo
Customer 839,28.680945,-81.308429,390,960,15,7,216,53,cargo
Customer 840,26.064116,-80.370714,600,960,15,2,105,53,cargo
Customer 841,29.217825,-81.093703,420,960,15,11,121,53,cargo
Customer 842,26.77495,-81.740074,600,960,15,13,227,53,cargo
Customer 843,28.289242,-81.591308,480,960,15,19,242,53,cargo
Customer 844,28.473984,-81.465376,420,960,15,13,149,53,cargo
Customer 845,29.211142,-81.000735,360,960,15,10,183,53,cargo
Customer 846,26.579951,-80.120915,390,960,15,14,168,53,cargo
Customer 847,28.232934,-81.454447,600,960,15,7,145,53,cargo
Customer 848,26.609084,-81.742329,600,960,15,17,30,53,cargo
Customer 849,28.413305,-81.400726,600,960,15,4,193,53,cargo
Customer 850,26.153861,-80.249619,420,960,15,21,133,53,cargo
Customer 851,25.731055,-80.264399,420,960,15,19,164,53,cargo
Customer 852,26.251893,-80.239562,405,960,15,3,69,53,cargo
Customer 853,25.980795,-80.404124,360,960,15,17,90,53,cargo
Customer 854,28.552867,-81.371787,600,960,15,12,60,53,cargo
Customer 855,26.878073,-80.114594,360,960,15,7,48,53,cargo
Customer 856,28.150222,-81.632367,600,960,15,21,75,53,cargo
Customer 857,25.935532,-80.181712,390,960,15,12,112,53,cargo
Customer 858,26.064499,-80.325981,420,960,15,4,212,53,cargo
Customer 859,28.354048,-81.625709,600,960,15,3,222,53,cargo
